ONET_SOC_CODE,TASK_ID,TASK,TASK_TYPE,TASK_CLASSIFICATION,TASK_CLASSIFICATION_SCORE
17-2151.00,3561,"Inspect mining areas for unsafe structures, equipment, and working conditions.",Core,remote,0.7295870780944824
17-2151.00,3568,"Select or develop mineral location, extraction, and production methods, based on factors such as safety, cost, and deposit characteristics.",Core,remote,0.8155120611190796
17-2151.00,3562,"Select locations and plan underground or surface mining operations, specifying processes, labor usage, and equipment that will result in safe, economical, and environmentally sound extraction of minerals and ores.",Core,remote,0.6579636335372925
17-2151.00,3565,"Prepare schedules, reports, and estimates of the costs involved in developing and operating mines.",Core,remote,0.7303528189659119
17-2151.00,3566,Monitor mine production rates to assess operational effectiveness.,Core,remote,0.8067417740821838
17-2151.00,18610,"Supervise, train, and evaluate technicians, technologists, survey personnel, engineers, scientists or other mine personnel.",Core,remote,0.8543131947517395
17-2151.00,3563,"Examine maps, deposits, drilling locations, or mines to determine the location, size, accessibility, contents, value, and potential profitability of mineral, oil, and gas deposits.",Core,remote,0.786841869354248
17-2151.00,3567,"Design, implement, and monitor the development of mines, facilities, systems, or equipment.",Core,remote,0.7406924962997437
17-2151.00,3571,"Test air to detect toxic gases and recommend measures to remove them, such as installation of ventilation shafts.",Supplemental,remote,0.8007121086120605
17-2151.00,3570,"Implement and coordinate mine safety programs, including the design and maintenance of protective and rescue equipment and safety devices.",Supplemental,remote,0.5979235768318176
17-2151.00,3574,"Devise solutions to problems of land reclamation and water and air pollution, such as methods of storing excavated soil and returning exhausted mine sites to natural states.",Supplemental,remote,0.6185872554779053
17-2151.00,3575,"Lay out, direct, and supervise mine construction operations, such as the construction of shafts and tunnels.",Supplemental,remote,0.5522124767303467
17-2151.00,3572,"Design, develop, and implement computer applications for use in mining operations such as mine design, modeling, or mapping or for monitoring mine conditions.",Supplemental,remote,0.8180893659591675
17-2151.00,3573,"Select or devise materials-handling methods and equipment to transport ore, waste materials, and mineral products efficiently and economically.",Supplemental,remote,0.7314547300338745
17-2151.00,3576,"Evaluate data to develop new mining products, equipment, or processes.",Supplemental,remote,0.8863203525543213
17-2151.00,3578,Design mining and mineral treatment equipment and machinery in collaboration with other engineering specialists.,Supplemental,remote,0.7453420758247375
17-2151.00,3577,Conduct or direct mining experiments to test or prove research findings.,Supplemental,remote,0.8693265914916992
17-2161.00,5384,"Design or develop nuclear equipment, such as reactor cores, radiation shielding, or associated instrumentation or control mechanisms.",Core,remote,0.5508813858032227
17-2161.00,5380,"Monitor nuclear facility operations to identify any design, construction, or operation practices that violate safety regulations and laws or could jeopardize safe operations.",Core,remote,0.7227705717086792
17-2161.00,5385,Initiate corrective actions or order plant shutdowns in emergency situations.,Core,remote,0.775714635848999
17-2161.00,5379,Examine accidents to obtain data for use in design of preventive measures.,Core,remote,0.8245930671691895
17-2161.00,5389,Direct operating or maintenance activities of nuclear power plants to ensure efficiency and conformity to safety standards.,Core,non-remote,0.5919399857521057
17-2161.00,5383,"Design or oversee construction or operation of nuclear reactors, power plants, or nuclear fuels reprocessing and reclamation systems.",Core,non-remote,0.5598923563957214
17-2161.00,19642,Direct environmental compliance activities associated with nuclear plant operations or maintenance.,Core,non-remote,0.5261574983596802
17-2161.00,5387,Write operational instructions to be used in nuclear plant operation or nuclear fuel or waste handling and disposal.,Core,remote,0.6180338263511658
17-2161.00,20956,"Prepare technical reports of findings or recommendations, based on synthesized analyses of test results.",Core,remote,0.8504019379615784
17-2161.00,19643,"Prepare environmental impact statements, reports, or presentations for regulatory or other agencies.",Core,remote,0.7347677946090698
17-2161.00,19641,"Develop or contribute to the development of plans to remediate or restore environments affected by nuclear radiation, such as waste disposal sites.",Core,remote,0.606410801410675
17-2161.00,5388,Conduct tests of nuclear fuel behavior and cycles or performance of nuclear machinery and equipment to optimize performance of existing plants.,Core,remote,0.79503333568573
17-2161.00,19640,Design fuel cycle models or processes to reduce the quantity of radioactive waste generated from nuclear activities.,Core,remote,0.6846053004264832
17-2161.00,20958,Consult with other scientists to determine parameters of experimentation or suitability of analytical models.,Core,remote,0.8462676405906677
17-2161.00,5386,"Recommend preventive measures to be taken in the handling of nuclear technology, based on data obtained from operations monitoring or from evaluation of test results.",Core,remote,0.6938384771347046
17-2161.00,20959,"Discuss construction project proposals with interested parties, such as vendors, contractors, or nuclear facility review boards.",Core,remote,0.8695887923240662
17-2161.00,5382,"Perform experiments that will provide information about acceptable methods of nuclear material usage, nuclear fuel reclamation, or waste disposal.",Core,remote,0.8010632395744324
17-2161.00,19639,"Conduct environmental studies on topics such as nuclear power generation, nuclear waste disposal, or nuclear weapon deployment.",Core,remote,0.7702705264091492
17-2161.00,20957,"Design or direct nuclear research projects to develop, test, modify, or discover new uses for theoretical models.",Core,remote,0.6962683796882629
17-2161.00,5381,Keep abreast of developments and changes in the nuclear field by reading technical journals or by independent study and research.,Core,remote,0.6791135668754578
17-2171.00,3582,Specify and supervise well modification and stimulation programs to maximize oil and gas recovery.,Core,remote,0.8150354623794556
17-2171.00,3580,"Monitor production rates, and plan rework processes to improve production.",Core,remote,0.8334109783172607
17-2171.00,3586,Maintain records of drilling and production operations.,Core,remote,0.652927815914154
17-2171.00,3581,Analyze data to recommend placement of wells and supplementary processes to enhance production.,Core,remote,0.8553186058998108
17-2171.00,3584,Assist engineering and other personnel to solve operating problems.,Core,remote,0.9226053357124329
17-2171.00,3583,"Direct and monitor the completion and evaluation of wells, well testing, or well surveys.",Core,remote,0.8885248899459839
17-2171.00,3585,"Develop plans for oil and gas field drilling, and for product recovery and treatment.",Core,remote,0.7526870965957642
17-2171.00,3579,"Assess costs and estimate the production capabilities and economic value of oil and gas wells, to evaluate the economic viability of potential drilling sites.",Core,remote,0.7628949284553528
17-2171.00,3587,"Confer with scientific, engineering, and technical personnel to resolve design, research, and testing problems.",Core,remote,0.9443107843399048
17-2171.00,3591,Interpret drilling and testing information for personnel.,Core,remote,0.777799129486084
17-2171.00,3598,"Coordinate activities of workers engaged in research, planning, and development.",Core,remote,0.8783644437789917
17-2171.00,3588,Write technical reports for engineering and management personnel.,Core,remote,0.8347252607345581
17-2171.00,3589,"Evaluate findings to develop, design, or test equipment or processes.",Core,remote,0.8957948684692383
17-2171.00,3600,Test machinery and equipment to ensure that it is safe and conforms to performance specifications.,Supplemental,remote,0.8219225406646729
17-2171.00,3590,Assign work to staff to obtain maximum utilization of personnel.,Supplemental,remote,0.652292013168335
17-2171.00,3596,"Simulate reservoir performance for different recovery techniques, using computer models.",Supplemental,remote,0.9248723983764648
17-2171.00,3592,Design and implement environmental controls on oil and gas operations.,Supplemental,remote,0.7315324544906616
17-2171.00,3594,"Supervise the removal of drilling equipment, the removal of any waste, and the safe return of land to structural stability when wells or pockets are exhausted.",Supplemental,remote,0.7132892608642578
17-2171.00,3595,Inspect oil and gas wells to determine that installations are completed.,Supplemental,remote,0.8357886672019958
17-2171.00,3593,"Coordinate the installation, maintenance, and operation of mining and oil field equipment.",Supplemental,remote,0.8515989184379578
17-2171.00,3597,"Take samples to assess the amount and quality of oil, the depth at which resources lie, and the equipment needed to properly extract them.",Supplemental,remote,0.6501121520996094
17-2171.00,3599,"Design or modify mining and oil field machinery and tools, applying engineering principles.",Supplemental,remote,0.6923128366470337
17-2171.00,3601,Conduct engineering research experiments to improve or modify mining and oil machinery and operations.,Supplemental,remote,0.8162571787834167
17-2199.03,20854,Identify and recommend energy savings strategies to achieve more energy-efficient operation.,Core,remote,0.7930195331573486
17-2199.03,20855,Conduct energy audits to evaluate energy use and to identify conservation and cost reduction measures.,Core,remote,0.8717142939567566
17-2199.03,18156,Monitor and analyze energy consumption.,Core,remote,0.8747309446334839
17-2199.03,20856,"Monitor energy related design or construction issues, such as energy engineering, energy management, or sustainable design.",Core,remote,0.853262722492218
17-2199.03,18150,"Inspect or monitor energy systems, including heating, ventilating, and air conditioning (HVAC) or daylighting systems to determine energy use or potential energy savings.",Core,remote,0.8027982115745544
17-2199.03,20857,"Advise clients or colleagues on topics such as climate control systems, energy modeling, data logging, sustainable design, or energy auditing.",Core,remote,0.8855655789375305
17-2199.03,18159,"Analyze, interpret, or create graphical representations of energy data, using engineering software.",Core,remote,0.9253178834915161
17-2199.03,20858,Verify energy bills and meter readings.,Core,remote,0.8486549854278564
17-2199.03,20859,"Collect data for energy conservation analyses, using jobsite observation, field inspections, or sub-metering.",Core,non-remote,0.659098744392395
17-2199.03,18151,"Manage the development, design, or construction of energy conservation projects to ensure acceptability of budgets and time lines, conformance to federal and state laws, or adherence to approved specifications.",Core,remote,0.7013084888458252
17-2199.03,18148,"Perform energy modeling, measurement, verification, commissioning, or retro-commissioning.",Core,remote,0.9187513589859009
17-2199.03,20860,"Review architectural, mechanical, or electrical plans or specifications to evaluate energy efficiency.",Core,remote,0.8333176374435425
17-2199.03,20861,Prepare energy-related project reports or related documentation.,Core,remote,0.8259273171424866
17-2199.03,18165,Review or negotiate energy purchase agreements.,Core,remote,0.7339304089546204
17-2199.03,18166,Train personnel or clients on topics such as energy management.,Core,remote,0.8501158356666565
17-2199.03,20862,Direct the implementation of energy management projects.,Core,remote,0.8827207088470459
17-2199.03,20863,"Research renewable or alternative energy systems or technologies, such as solar thermal or photovoltaic energy.",Core,remote,0.7896956205368042
17-2199.03,18157,Promote awareness or use of alternative or renewable energy sources.,Core,remote,0.8065933585166931
17-2199.03,19648,Write or install energy management routines for building automation systems.,Core,remote,0.8551823496818542
17-2199.03,20864,Recommend best fuel for specific sites or circumstances.,Core,remote,0.7274373769760132
17-2199.03,18149,Consult with construction or renovation clients or other engineers on topics such as Leadership in Energy and Environmental Design (LEED) or Green Buildings.,Supplemental,remote,0.780462384223938
17-2199.05,16467,"Create mechanical design documents for parts, assemblies, or finished products.",Core,remote,0.8368407487869263
17-2199.05,16482,Design advanced precision equipment for accurate or controlled applications.,Core,remote,0.8172560930252075
17-2199.05,16474,Design engineering systems for the automation of industrial tasks.,Core,remote,0.9222268462181091
17-2199.05,16470,Implement or test design solutions.,Core,remote,0.7890537977218628
17-2199.05,16468,Maintain technical project files.,Core,remote,0.8080505132675171
17-2199.05,23946,Identify materials appropriate for mechatronic system designs.,Core,remote,0.7691476345062256
17-2199.05,16471,"Research, select, or apply sensors, communication technologies, or control devices for motion control, position sensing, pressure sensing, or electronic communication.",Core,remote,0.913837194442749
17-2199.05,16483,"Apply mechatronic or automated solutions to the transfer of materials, components, or finished goods.",Core,remote,0.932501494884491
17-2199.05,16465,Provide consultation or training on topics such as mechatronics or automated control.,Core,remote,0.9051823616027832
17-2199.05,16466,Oversee the work of contractors in accordance with project requirements.,Core,remote,0.7995460629463196
17-2199.05,16464,Publish engineering reports documenting design details or qualification test results.,Core,remote,0.8721924424171448
17-2199.05,16479,Upgrade the design of existing devices by adding mechatronic elements.,Core,remote,0.949578583240509
17-2199.05,23947,Create mechanical models to simulate mechatronic design concepts.,Core,remote,0.8241252303123474
17-2199.05,16469,Analyze existing development or manufacturing procedures and suggest improvements.,Core,remote,0.8661780953407288
17-2199.05,23948,"Determine the feasibility, costs, or performance benefits of new mechatronic equipment.",Core,remote,0.8668004870414734
17-2199.05,16480,"Develop electronic, mechanical, or computerized processes to perform tasks in dangerous situations, such as underwater exploration or extraterrestrial mining.",Supplemental,remote,0.7193073630332947
17-2199.05,19655,"Monitor or calibrate automated systems, industrial control systems, or system components to maximize efficiency of production.",Supplemental,remote,0.9118984937667847
17-2199.05,16476,Create embedded software design programs.,Supplemental,remote,0.8354410529136658
17-2199.05,16475,Design advanced electronic control systems for mechanical systems.,Supplemental,remote,0.8971439599990845
17-2199.05,19654,"Design self-monitoring mechanical systems, such as gear systems that monitor loading or condition of systems to detect and prevent failures.",Supplemental,remote,0.8856208324432373
17-2199.05,19653,"Design or develop automated control systems for environmental applications, such as waste processing, air quality, or water quality systems.",Supplemental,remote,0.8863814473152161
17-2199.05,16473,"Design, develop, or implement control circuits or algorithms for electromechanical or pneumatic devices or systems.",Supplemental,remote,0.7353963255882263
17-2199.05,16481,"Design mechatronics components for computer-controlled products, such as cameras, video recorders, automobiles, or airplanes.",Supplemental,remote,0.9179764986038208
17-2199.06,16503,"Create schematics and physical layouts of integrated microelectromechanical systems (MEMS) components or packaged assemblies consistent with process, functional, or package constraints.",Core,remote,0.7542386054992676
17-2199.06,16497,"Investigate characteristics such as cost, performance, or process capability of potential microelectromechanical systems (MEMS) device designs, using simulation or modeling software.",Core,remote,0.8602154850959778
17-2199.06,16492,"Create or maintain formal engineering documents, such as schematics, bills of materials, components or materials specifications, or packaging requirements.",Core,remote,0.5158279538154602
17-2199.06,16505,"Conduct analyses addressing issues such as failure, reliability, or yield improvement.",Core,remote,0.8805863261222839
17-2199.06,16485,Plan or schedule engineering research or development projects involving microelectromechanical systems (MEMS) technology.,Core,remote,0.8722140192985535
17-2199.06,16495,"Propose product designs involving microelectromechanical systems (MEMS) technology, considering market data or customer requirements.",Core,remote,0.7953412532806396
17-2199.06,16502,"Develop formal documentation for microelectromechanical systems (MEMS) devices, including quality assurance guidance, quality control protocols, process control checklists, data collection, or reporting.",Core,remote,0.5915992856025696
17-2199.06,16490,Communicate operating characteristics or performance experience to other engineers or designers for training or new product development purposes.,Core,remote,0.8846761584281921
17-2199.06,16498,"Evaluate materials, fabrication methods, joining methods, surface treatments, or packaging to ensure acceptable processing, performance, cost, sustainability, or availability.",Supplemental,remote,0.8381785750389099
17-2199.06,16494,"Refine final microelectromechanical systems (MEMS) design to optimize design for target dimensions, physical tolerances, or processing constraints.",Supplemental,remote,0.8274579048156738
17-2199.06,16508,"Conduct harsh environmental testing, accelerated aging, device characterization, or field trials to validate devices, using inspection tools, testing protocols, peripheral instrumentation, or modeling and simulation software.",Supplemental,non-remote,0.7377208471298218
17-2199.06,16489,"Develop or file intellectual property and patent disclosure or application documents related to microelectromechanical systems (MEMS) devices, products, or systems.",Supplemental,remote,0.7293459177017212
17-2199.06,16504,Conduct or oversee the conduct of prototype development or microfabrication activities to ensure compliance to specifications and promote effective production processes.,Supplemental,remote,0.7319252490997314
17-2199.06,16506,Conduct experimental or virtual studies to investigate characteristics and processing principles of potential microelectromechanical systems (MEMS) technology.,Supplemental,remote,0.9874742031097412
17-2199.06,16499,"Devise microelectromechanical systems (MEMS) production methods, such as integrated circuit fabrication, lithographic electroform modeling, or micromachining.",Supplemental,remote,0.863822340965271
17-2199.06,16500,"Develop or validate specialized materials characterization procedures, such as thermal withstand, fatigue, notch sensitivity, abrasion, or hardness tests.",Supplemental,remote,0.7267813086509705
17-2199.06,16507,"Validate fabrication processes for microelectromechanical systems (MEMS), using statistical process control implementation, virtual process simulations, data mining, or life testing.",Supplemental,remote,0.9486294388771057
17-2199.06,16491,"Demonstrate miniaturized systems that contain components, such as microsensors, microactuators, or integrated electronic circuits, fabricated on silicon or silicon carbide wafers.",Supplemental,remote,0.7784166932106018
17-2199.06,16484,Manage new product introduction projects to ensure effective deployment of microelectromechanical systems (MEMS) devices or applications.,Supplemental,remote,0.7939459681510925
17-2199.06,16493,"Conduct acceptance tests, vendor-qualification protocols, surveys, audits, corrective-action reviews, or performance monitoring of incoming materials or components to ensure conformance to specifications.",Supplemental,remote,0.8279628157615662
17-2199.06,16486,"Develop or implement microelectromechanical systems (MEMS) processing tools, fixtures, gages, dies, molds, or trays.",Supplemental,remote,0.7826464772224426
17-2199.06,16488,"Develop customer documentation, such as performance specifications, training manuals, or operating instructions.",Supplemental,remote,0.7852393984794617
17-2199.06,16487,"Identify, procure, or develop test equipment, instrumentation, or facilities for characterization of microelectromechanical systems (MEMS) applications.",Supplemental,remote,0.6540921926498413
17-2199.06,16501,"Develop or validate product-specific test protocols, acceptance thresholds, or inspection tools for quality control testing or performance measurement.",Supplemental,remote,0.7282625436782837
17-2199.06,16496,"Oversee operation of microelectromechanical systems (MEMS) fabrication or assembly equipment, such as handling, singulation, assembly, wire-bonding, soldering, or package sealing.",Supplemental,remote,0.7573864459991455
17-2199.06,19656,Consider environmental issues when proposing product designs involving microelectromechanical systems (MEMS) technology.,,remote,0.763534665107727
17-2199.06,19657,"Design or develop energy products using nanomaterials or nanoprocesses, such as micro-nano machining.",,remote,0.8349372148513794
17-2199.06,19658,"Design or develop industrial air quality microsystems, such as carbon dioxide fixing devices.",,remote,0.7251849174499512
17-2199.06,19659,"Design or develop sensors to reduce the energy or resource requirements to operate appliances, such as washing machines or dishwashing machines.",,remote,0.8418418765068054
17-2199.06,19660,Design sensors or switches that require little or no power to operate for environmental monitoring or industrial metering applications.,,remote,0.9776302576065063
17-2199.06,19661,"Research or develop emerging microelectromechanical (MEMS) systems to convert nontraditional energy sources into power, such as ambient energy harvesters that convert environmental vibrations into usable energy.",,remote,0.8473120927810669
17-2199.07,18195,Analyze system performance or operational requirements.,Core,remote,0.8495544195175171
17-2199.07,18200,"Develop optical or imaging systems, such as optical imaging products, optical components, image processes, signal process technologies, or optical systems.",Core,remote,0.7281187176704407
17-2199.07,18199,Develop or test photonic prototypes or models.,Core,remote,0.8429907560348511
17-2199.07,18194,"Design, integrate, or test photonics systems or components.",Core,remote,0.7853944897651672
17-2199.07,18202,Assist in the transition of photonic prototypes to production.,Core,remote,0.8245871663093567
17-2199.07,18205,"Read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in the field.",Core,remote,0.6669789552688599
17-2199.07,21055,Write reports or proposals related to photonics research or development projects.,Core,remote,0.8209697604179382
17-2199.07,18196,Conduct testing to determine functionality or optimization or to establish limits of photonics systems or components.,Core,remote,0.8756044507026672
17-2199.07,18198,Determine applications of photonics appropriate to meet product objectives or features.,Core,remote,0.8204015493392944
17-2199.07,18193,Conduct research on new photonics technologies.,Core,remote,0.8443233370780945
17-2199.07,18189,Design electro-optical sensing or imaging systems.,Core,remote,0.8339272141456604
17-2199.07,21056,"Document photonics system or component design processes, including objectives, issues, or outcomes.",Core,remote,0.7868545055389404
17-2199.07,19664,"Design photonics products, such as light sources, displays, or photovoltaics, to achieve increased energy efficiency.",Core,remote,0.7549824118614197
17-2199.07,18206,"Train operators, engineers, or other personnel.",Core,non-remote,0.682652473449707
17-2199.07,18188,"Analyze, fabricate, or test fiber-optic links.",Core,remote,0.898605227470398
17-2199.07,18197,"Design gas lasers, solid state lasers, infrared, or other light emitting or light sensitive devices.",Core,remote,0.8530046343803406
17-2199.07,18203,Create or maintain photonic design histories.,Core,remote,0.7989293932914734
17-2199.07,18204,"Oversee or provide expertise on manufacturing, assembly, or fabrication processes.",Core,remote,0.8975187540054321
17-2199.07,18192,"Determine commercial, industrial, scientific, or other uses for electro-optical applications or devices.",Core,remote,0.8272318840026855
17-2199.07,19665,Design solar energy photonics or other materials or devices to generate energy.,Supplemental,remote,0.8292786478996277
17-2199.07,19663,Design or redesign optical fibers to minimize energy loss.,Supplemental,remote,0.6509231328964233
17-2199.07,19666,Develop photonics sensing or manufacturing technologies to improve the efficiency of manufacturing or related processes.,Supplemental,remote,0.820735514163971
17-2199.07,18191,"Develop laser-processed designs, such as laser-cut medical devices.",Supplemental,remote,0.8704242706298828
17-2199.07,19662,Design or develop new crystals for photonics applications.,Supplemental,remote,0.6563354730606079
17-2199.07,18190,Design laser machining equipment for purposes such as high-speed ablation.,Supplemental,remote,0.8290079236030579
17-2199.07,18187,"Select, purchase, set up, operate, or troubleshoot state-of-the-art laser cutting equipment.",Supplemental,remote,0.8183515071868896
17-2199.08,16512,"Review or approve designs, calculations, or cost estimates.",Core,remote,0.776485025882721
17-2199.08,16517,Process or interpret signals or sensor data.,Core,remote,0.8858186602592468
17-2199.08,16521,Debug robotics programs.,Core,remote,0.8770529627799988
17-2199.08,21057,"Build, configure, or test robots or robotic applications.",Core,remote,0.9025557637214661
17-2199.08,16516,Create back-ups of robot programs or parameters.,Core,remote,0.9371094703674316
17-2199.08,16511,Provide technical support for robotic systems.,Core,remote,0.9333593845367432
17-2199.08,16522,Design end-of-arm tooling.,Core,remote,0.6482217311859131
17-2199.08,16530,"Design robotic systems, such as automatic vehicle control, autonomous vehicles, advanced displays, advanced sensing, robotic platforms, computer vision, or telematics systems.",Core,remote,0.9429698586463928
17-2199.08,16509,"Supervise technologists, technicians, or other engineers.",Core,remote,0.9640441536903381
17-2199.08,16528,"Design software to control robotic systems for applications, such as military defense or manufacturing.",Core,remote,0.9296186566352844
17-2199.08,16523,Conduct research on robotic technology to create new robotic systems or system capabilities.,Core,remote,0.8967969417572021
17-2199.08,16519,Investigate mechanical failures or unexpected maintenance problems.,Core,remote,0.8324779272079468
17-2199.08,16510,"Integrate robotics with peripherals, such as welders, controllers, or other equipment.",Core,remote,0.9441825747489929
17-2199.08,21058,Evaluate robotic systems or prototypes.,Core,remote,0.9300171136856079
17-2199.08,16520,"Install, calibrate, operate, or maintain robots.",Core,remote,0.9000639319419861
17-2199.08,16525,"Conduct research into the feasibility, design, operation, or performance of robotic mechanisms, components, or systems, such as planetary rovers, multiple mobile robots, reconfigurable robots, or man-machine interactions.",Core,remote,0.7982516884803772
17-2199.08,16514,"Document robotic application development, maintenance, or changes.",Core,remote,0.9324975609779358
17-2199.08,16527,"Design automated robotic systems to increase production volume or precision in high-throughput operations, such as automated ribonucleic acid (RNA) analysis or sorting, moving, or stacking production materials.",Core,remote,0.8376115560531616
17-2199.08,16515,Write algorithms or programming code for ad hoc robotic applications.,Core,remote,0.9423638582229614
17-2199.08,16513,Make system device lists or event timing charts.,Core,remote,0.8949082493782043
17-2199.08,19667,Design or program robotics systems for environmental clean-up applications to minimize human exposure to toxic or hazardous materials or to improve the quality or speed of clean-up operations.,Supplemental,remote,0.963966965675354
17-2199.08,16518,Plan mobile robot paths and teach path plans to robots.,Supplemental,remote,0.9320127964019775
17-2199.08,19668,"Design robotics applications for manufacturers of green products, such as wind turbines or solar panels, to increase production time, eliminate waste, or reduce costs.",Supplemental,remote,0.8371519446372986
17-2199.08,16524,Automate assays on laboratory robotics.,Supplemental,remote,0.9716858863830566
17-2199.09,16540,"Provide scientific or technical guidance or expertise to scientists, engineers, technologists, technicians, or others, using knowledge of chemical, analytical, or biological processes as applied to micro and nanoscale systems.",Core,remote,0.8367669582366943
17-2199.09,16532,Supervise technologists or technicians engaged in nanotechnology research or production.,Core,remote,0.8687810301780701
17-2199.09,16546,"Conduct research related to a range of nanotechnology topics, such as packaging, heat transfer, fluorescence detection, nanoparticle dispersion, hybrid systems, liquid systems, nanocomposites, nanofabrication, optoelectronics, or nanolithography.",Core,remote,0.7645531296730042
17-2199.09,16533,"Synthesize, process, or characterize nanomaterials, using advanced tools or techniques.",Core,remote,0.857620120048523
17-2199.09,16537,"Prepare reports, deliver presentations, or participate in program review activities to communicate engineering results or recommendations.",Core,remote,0.8290611505508423
17-2199.09,16542,"Design or conduct tests of new nanotechnology products, processes, or systems.",Core,remote,0.792068600654602
17-2199.09,16545,"Create designs or prototypes for nanosystem applications, such as biomedical delivery systems or atomic force microscopes.",Core,remote,0.8362403512001038
17-2199.09,16531,Write proposals to secure external funding or to partner with other companies.,Core,remote,0.7508360147476196
17-2199.09,16536,"Generate high-resolution images or measure force-distance curves, using techniques such as atomic force microscopy.",Core,remote,0.9156729578971863
17-2199.09,16539,Develop processes or identify equipment needed for pilot or commercial nanoscale scale production.,Core,remote,0.688425600528717
17-2199.09,16535,"Provide technical guidance or support to customers on topics such as nanosystem start-up, maintenance, or use.",Core,remote,0.8844500184059143
17-2199.09,16541,"Engineer production processes for specific nanotechnology applications, such as electroplating, nanofabrication, or epoxy.",Core,remote,0.7124419808387756
17-2199.09,19669,"Apply nanotechnology to improve the performance or reduce the environmental impact of energy products, such as fuel cells or solar cells.",Core,remote,0.8188825845718384
17-2199.09,16534,Identify new applications for existing nanotechnologies.,Core,remote,0.8127349615097046
17-2199.09,16544,"Design or engineer nanomaterials, nanodevices, nano-enabled products, or nanosystems, using three-dimensional computer-aided design (CAD) software.",Core,remote,0.8351946473121643
17-2199.09,19671,"Design nano-enabled products with reduced toxicity, increased durability, or improved energy efficiency.",Core,remote,0.7505476474761963
17-2199.09,16543,"Coordinate or supervise the work of suppliers or vendors in the designing, building, or testing of nanosystem devices, such as lenses or probes.",Core,remote,0.6987316608428955
17-2199.09,19670,"Design nano-based manufacturing processes to minimize water, chemical, or energy use, as well as to reduce waste production.",Supplemental,remote,0.7115481495857239
17-2199.09,19673,Design nanosystems with components such as nanocatalysts or nanofiltration devices to clean specific pollutants from hazardous waste sites.,Supplemental,remote,0.717166543006897
17-2199.09,16538,Prepare nanotechnology-related invention disclosures or patent applications.,Supplemental,remote,0.7915510535240173
17-2199.09,19677,Reengineer nanomaterials to improve biodegradability.,Supplemental,remote,0.787510335445404
17-2199.09,19676,"Integrate nanotechnology with antimicrobial properties into products, such as household or medical appliances, to reduce the development of bacteria or other microbes.",Supplemental,remote,0.7072740197181702
17-2199.09,19674,"Develop catalysis or other green chemistry methods to synthesize nanomaterials, such as nanotubes, nanocrystals, nanorods, or nanowires.",Supplemental,remote,0.6815756559371948
17-2199.09,19672,"Design nanoparticle catalysts to detect or remove chemical or other pollutants from water, soil, or air.",Supplemental,remote,0.7764209508895874
17-2199.09,19675,"Develop green building nanocoatings, such as self-cleaning, anti-stain, depolluting, anti-fogging, anti-icing, antimicrobial, moisture-resistant, or ultraviolet protectant coatings.",Supplemental,remote,0.6138582825660706
17-2199.10,16559,"Create or maintain wind farm layouts, schematics, or other visual documentation for wind farms.",Core,remote,0.761683464050293
17-2199.10,16549,"Recommend process or infrastructure changes to improve wind turbine performance, reduce operational costs, or comply with regulations.",Core,remote,0.7287959456443787
17-2199.10,16560,"Create models to optimize the layout of wind farm access roads, crane pads, crane paths, collection systems, substations, switchyards, or transmission lines.",Core,remote,0.8747162222862244
17-2199.10,16553,Provide engineering technical support to designers of prototype wind turbines.,Supplemental,remote,0.8384531736373901
17-2199.10,16550,"Investigate experimental wind turbines or wind turbine technologies for properties such as aerodynamics, production, noise, and load.",Supplemental,remote,0.7907463312149048
17-2199.10,16558,"Develop active control algorithms, electronics, software, electromechanical, or electrohydraulic systems for wind turbines.",Supplemental,remote,0.8602930903434753
17-2199.10,16557,"Develop specifications for wind technology components, such as gearboxes, blades, generators, frequency converters, or pad transformers.",Supplemental,remote,0.6932582259178162
17-2199.10,16552,"Test wind turbine components, using mechanical or electronic testing equipment.",Supplemental,remote,0.8872605562210083
17-2199.10,16548,Oversee the work activities of wind farm consultants or subcontractors.,Supplemental,remote,0.9004228115081787
17-2199.10,16551,Test wind turbine equipment to determine effects of stress or fatigue.,Supplemental,remote,0.850811779499054
17-2199.10,16555,Monitor wind farm construction to ensure compliance with regulatory standards or environmental requirements.,Supplemental,remote,0.8179941773414612
17-2199.10,16556,"Direct balance of plant (BOP) construction, generator installation, testing, commissioning, or supervisory control and data acquisition (SCADA) to ensure compliance with specifications.",Supplemental,remote,0.6180853843688965
17-2199.10,16562,"Analyze operation of wind farms or wind farm components to determine reliability, performance, and compliance with specifications.",Supplemental,remote,0.8754318952560425
17-2199.10,16554,Perform root cause analysis on wind turbine tower component failures.,Supplemental,remote,0.8604604005813599
17-2199.10,16561,Design underground or overhead wind farm collector systems.,Supplemental,remote,0.6673190593719482
17-2199.10,16547,Write reports to document wind farm collector system test results.,Supplemental,remote,0.8534284830093384
17-2199.11,16575,"Conduct engineering site audits to collect structural, electrical, and related site information for use in the design of residential or commercial solar power systems.",Core,non-remote,0.5400636792182922
17-2199.11,16571,"Create plans for solar energy system development, monitoring, and evaluation activities.",Core,remote,0.846886932849884
17-2199.11,16574,"Design or coordinate design of photovoltaic (PV) or solar thermal systems, including system components, for residential and commercial buildings.",Core,remote,0.6253886222839355
17-2199.11,16568,"Provide technical direction or support to installation teams during installation, start-up, testing, system commissioning, or performance monitoring.",Core,remote,0.9045922756195068
